Player_Name,Age,Overall,Potential,Sprint_Speed,Finishing,Short_Passing,Dribbling,Standing_Tackle,Strength,Career_Stage_28+ (Veteran),Career_Stage_U21 (Wonderkid),Broad_Position_Defender,Broad_Position_Midfielder,True_Value_EUR,Predicted_Value_EUR,Age_SHAP,Overall_SHAP,Potential_SHAP,Sprint_Speed_SHAP,Finishing_SHAP,Short_Passing_SHAP,Dribbling_SHAP,Standing_Tackle_SHAP,Strength_SHAP,Career_Stage_28+ (Veteran)_SHAP,Career_Stage_U21 (Wonderkid)_SHAP,Broad_Position_Defender_SHAP,Broad_Position_Midfielder_SHAP
Bryan Mbeumo,25,85.0,86.0,90.0,87.0,80.0,84.0,41.0,73.0,0,0,0,0,58899318.000000075,58014830.0,0.03703401,0.3319485,-0.07245791,0.08970188,0.07846395,0.030687742,0.06908948,0.049486294,0.03458942,0.0030924934,-0.0010855685,0.0035094188,0.001488738
Aleksandar Pavlović,21,81.0,87.0,59.0,66.0,87.0,78.0,76.0,76.0,0,1,0,1,55218110.99999999,48010012.0,0.09482165,0.032859974,0.12779869,-0.004053547,0.011124819,0.14410906,0.011137928,0.023309574,0.01918584,0.0014753368,0.009640496,0.0016707893,-0.006823237
Julián Alvarez,25,86.0,89.0,85.0,86.0,83.0,87.0,59.0,72.0,0,0,0,0,66261732.99999991,66090184.0,0.031998362,0.4155209,0.29514703,-0.03545338,0.045829903,-0.0023984027,0.06380987,-0.036034275,-0.008249594,0.0059508057,-0.0010692327,0.010250957,0.0005772653
Kees Smit,19,74.0,88.0,58.0,60.0,77.0,80.0,65.0,64.0,0,1,0,1,18406037.000000015,19406532.0,0.05915111,-0.32127208,0.062363677,-0.048807774,-0.046595298,-0.017784044,0.0041326554,-0.058261357,-0.06524798,0.00088327524,0.004480935,0.0008059072,-0.013381926
Georginio Rutter,23,77.0,83.0,77.0,76.0,76.0,80.0,67.0,76.0,0,0,0,0,22087243.999999985,20919524.0,-0.007931258,-0.2058259,-0.092158884,-0.007633153,0.011375854,-0.00022345735,-0.013441528,-0.06169054,0.01313601,0.00034871616,-0.0027259842,0.0009279002,0.0013800045
Rico Lewis,20,77.0,84.0,75.0,53.0,79.0,79.0,76.0,47.0,0,1,1,0,23559726.99999998,22678324.0,0.049426973,-0.18777592,-0.089597665,0.016913556,-0.013245829,-0.013943597,-0.003802636,-0.008498867,-0.03967088,0.00036285009,0.0045271064,-0.0007385292,0.0023116283
Phil Foden,25,85.0,88.0,79.0,82.0,82.0,89.0,59.0,41.0,0,0,0,0,58899318.000000075,56587644.0,0.0038247847,0.40537852,0.18411624,0.004992359,0.0204396,0.0036880355,0.047587093,-0.019832332,-0.03086385,0.0054634004,-0.0010826305,0.0047642803,0.002168267
Pedro Antonio Porro Sauceda,25,82.0,85.0,78.0,68.0,80.0,80.0,79.0,68.0,0,0,1,0,29449658.99999995,27807272.0,-0.016599536,-0.0098143015,-0.051367026,-0.0004220775,0.0070766183,0.022783441,-0.009931614,-0.0069047776,-0.00932276,0.0013737447,-0.003475635,-0.004473593,0.0012282889
Harvey Barnes,27,80.0,80.0,85.0,82.0,76.0,82.0,43.0,71.0,0,0,0,0,23559726.99999998,26394768.0,-0.08488286,-0.063734114,-0.089682445,-0.011841621,0.0026213336,-0.0021157155,0.0149263,0.09382214,0.0067706234,0.0011981616,-0.0014491299,0.00058836094,0.0018030107
Achraf Hakimi,26,89.0,90.0,95.0,80.0,86.0,82.0,85.0,72.0,0,0,1,0,58899318.000000075,59627156.0,0.02641846,0.4277933,0.28112918,-0.026961239,0.0023065447,0.038723502,0.022239665,-0.022730585,-0.011598851,0.007208502,-0.0012924747,-0.060481444,0.0002127144
Máximo Perrone,22,75.0,84.0,72.0,54.0,80.0,76.0,69.0,59.0,0,0,1,0,22087243.999999985,21785292.0,0.030468859,-0.20753333,-0.08307252,0.028072229,-0.0133360615,0.013834987,-0.037910953,-0.038319204,-0.015518385,0.0007752486,-0.0040743165,-0.001207652,0.003922636
Pedro Lomba Neto,25,82.0,83.0,90.0,77.0,78.0,83.0,40.0,65.0,0,0,0,0,44174489.00000005,36952584.0,0.001479712,0.019491017,-0.06534717,0.10944629,0.02787245,-0.005893015,0.067886055,0.08513034,-0.037843637,0.0012314218,-0.0014491299,0.0005415948,0.0019351621
Jérémy Doku,23,83.0,86.0,89.0,72.0,79.0,91.0,30.0,76.0,0,0,0,0,47855696.0,42903864.0,0.03473278,0.10183134,-0.039144516,0.037032995,0.00026851575,0.0073371627,0.115662515,0.047395725,0.04625675,0.0012676249,-0.0013751462,0.00159737,0.00094752095
Marcus Thuram,27,85.0,85.0,88.0,85.0,78.0,84.0,48.0,81.0,0,0,0,0,36812074.00000004,37511028.0,-0.11539453,0.2894251,-0.10914326,0.008387752,0.04195349,-0.0050083487,0.06168392,0.006263287,0.03488404,0.0025049665,-0.0006821282,0.002816846,0.0018030107
Eli Junior Kroupi,19,78.0,86.0,80.0,80.0,76.0,80.0,54.0,59.0,0,1,0,0,29449658.99999995,28070356.0,0.13526468,-0.17349856,-0.010015664,-0.017626407,0.01534852,0.0023922883,0.009767317,-0.04658079,0.007629221,0.0004058669,0.0036952163,0.0006071928,0.002187943
Matheus Santos Carneiro da Cunha,26,83.0,85.0,77.0,85.0,81.0,85.0,41.0,73.0,0,0,0,0,51536904.0,44533384.0,0.0060652546,0.10161886,-0.047811687,-0.00055236154,0.06811993,0.042678256,0.10562035,0.06616309,0.047644887,0.0013201884,-0.0024109883,0.00085170416,0.0017783737
Tyler Morton,22,78.0,84.0,65.0,61.0,81.0,77.0,75.0,63.0,0,0,0,1,18406037.000000015,19413268.0,0.029816056,-0.19181493,-0.10699189,-0.041617718,-0.019829376,0.0026542451,-0.004000388,-0.03607038,-0.06112863,0.0006638357,-0.0046440433,0.00022459621,-0.0064419783
Kevin Lopez,23,69.0,72.0,68.0,58.0,75.0,67.0,65.0,58.0,0,0,0,1,22087243.999999985,21931296.0,-0.016770953,-0.13835065,-0.05452936,0.024309007,-0.010904736,-0.007861334,-0.023932792,-0.044963855,-0.028208407,-0.0010276223,-0.0014477312,-0.0023745254,-0.011166214
Christian Pulisic,26,85.0,85.0,86.0,85.0,81.0,85.0,42.0,57.0,0,0,0,0,36812074.00000004,38584932.0,0.005163659,0.31822735,-0.12247053,-0.02682084,0.056068335,0.016963903,0.050285093,0.04577911,-0.10203631,0.0026412793,-0.0010826305,0.0033738732,0.0016208895
Mario Gila Fuentes,24,81.0,84.0,87.0,48.0,78.0,72.0,79.0,75.0,0,0,1,0,22087243.999999985,22823040.0,-0.010138293,-0.025042035,-0.100639485,-0.03877734,-0.025831908,-0.003731668,-0.05667747,-0.025669076,0.012204954,0.0009613462,-0.002014819,-0.0039941324,0.0019711666
Matheus Luiz Nunes,26,81.0,82.0,91.0,69.0,81.0,79.0,78.0,74.0,0,0,1,0,33130866.00000001,29419276.0,-0.0107251275,-0.018985014,-0.108086355,0.08658662,0.00543755,0.0135722775,0.0016039101,-0.013823052,0.025989076,0.0013131489,-0.002940473,-0.004245033,0.0008065017
André Seruca de Oliveira,24,61.0,66.0,54.0,30.0,59.0,54.0,63.0,80.0,0,0,0,1,18406037.000000015,18751996.0,-0.0319081,-0.19482663,0.039086502,-0.06223865,-0.10063076,-0.03427198,-0.04952243,-0.041463174,0.01442047,-0.0010681343,-0.0018247643,2.4813835e-06,-0.009613413
Anton Stach,26,79.0,80.0,71.0,65.0,78.0,76.0,79.0,79.0,0,0,0,1,18406037.000000015,19942864.0,-0.027060337,-0.18192562,-0.10702166,-0.00010409395,0.0055813757,-0.01361169,-0.0682623,-0.016652582,0.015237926,0.00046575186,-0.0031554124,0.000724256,-0.016486535
Konrad Laimer,28,83.0,83.0,82.0,69.0,82.0,74.0,81.0,69.0,1,0,1,0,23559726.99999998,21647196.0,-0.12669596,-0.012757162,-0.097403325,-0.0050514434,-0.0033962117,-0.0026385265,-0.054365385,-0.017986957,-0.0016991628,-0.0061425436,-0.002940473,-0.0015521657,0.0023649435
Rayan Zinebi Talbi,18,59.0,77.0,63.0,61.0,55.0,57.0,12.0,70.0,0,1,0,0,29449658.99999995,28252444.0,0.105852954,-0.14677745,-0.045809735,-0.01802986,0.0043562935,-0.014794666,-0.012236933,0.033737157,0.021598779,-0.0006696432,0.0058549275,-0.0010230701,0.0039837644
Morgan Rogers,22,84.0,86.0,79.0,81.0,84.0,86.0,72.0,79.0,0,0,0,1,58899318.000000075,41543180.0,0.064444944,0.24015006,-0.051734738,0.0036733379,0.012751279,0.03046789,0.05638173,-0.03955607,0.008653306,0.0025507954,-0.0012317125,0.002024096,-0.0069911927
Nathan Collins,24,79.0,82.0,68.0,29.0,70.0,64.0,79.0,83.0,0,0,1,0,22087243.999999985,20839120.0,-0.014683208,-0.16845898,-0.094962515,0.024080291,-0.073555835,-0.029147537,-0.046536982,-0.02361933,0.06143175,0.0004503238,-0.0023711089,-0.0031863465,0.0022391034
Moise Kean,25,83.0,86.0,87.0,88.0,68.0,82.0,36.0,72.0,0,0,0,0,29449658.99999995,29016976.0,-0.013988013,0.080124095,-0.052515987,-0.034266874,0.02515823,-0.058326617,0.0131969135,0.0076310765,-0.007446045,0.0012653985,-0.00070328003,0.00079745485,0.0018030107
Diogo Miguel Costa Rodrigues,25,65.0,68.0,66.0,26.0,61.0,63.0,65.0,60.0,0,0,1,0,29449658.99999995,24094304.0,-0.017026514,-0.10313577,0.12796396,0.006633226,-0.094779275,-0.025652329,-0.01545534,-0.036470927,-0.06277048,-0.0010430503,-0.0019955079,-0.001787968,0.0023468954
Jude Bellingham,22,89.0,93.0,80.0,86.0,89.0,90.0,80.0,80.0,0,0,0,1,103073808.00000015,101473910.0,0.0750374,0.5185346,0.39485115,0.009104131,0.061260607,0.06336191,0.0679886,-0.012935552,0.01693421,0.009586301,-0.0008489871,0.016837299,-0.0050622514
Éder Gabriel Militão,27,84.0,86.0,83.0,48.0,78.0,70.0,85.0,79.0,0,0,1,0,55218110.99999999,29924372.0,-0.12516718,0.20271572,-0.017901177,-0.009280549,-0.03130235,-0.0014939237,-0.053166937,-0.0009642894,0.029608177,0.0024523402,-0.0009425451,-0.003196172,0.0021700652
Antoine Semenyo,25,84.0,85.0,82.0,86.0,80.0,85.0,44.0,79.0,0,0,0,0,55218110.99999999,50156156.0,0.02039354,0.24055378,-0.08033194,0.0003465247,0.059719913,0.038323466,0.10146624,0.076336004,0.049669757,0.0016571711,-0.0009769815,0.0012836143,0.0015500047
Ayyoub Bouaddi,17,78.0,86.0,74.0,55.0,81.0,77.0,77.0,75.0,0,1,0,1,36812074.00000004,31136192.0,0.13146573,-0.17008491,0.008956143,0.022474509,-0.011031199,0.02624288,-0.0031490857,0.0010056024,0.023317289,0.0008579135,0.009974712,-0.00013456789,-0.0066605285
Alex Scott,21,79.0,85.0,70.0,66.0,81.0,80.0,76.0,65.0,0,1,0,1,29449658.99999995,25801144.0,0.04703694,-0.16611928,-0.037268993,0.0049828305,0.0052267537,0.018555045,0.00047261216,0.007724838,-0.04081502,0.00087815034,0.010128608,0.00085110875,-0.006383154
Joshua Kimmich,30,89.0,89.0,70.0,68.0,89.0,82.0,86.0,69.0,1,0,1,0,29449658.99999995,31133936.0,-0.22721899,0.18761516,0.2014582,-0.00875863,-0.020233585,0.009893641,0.01757089,-0.016173232,-0.02501013,-0.0636762,-0.002016215,-0.021276893,0.0009905061
Enzo Fernández,24,85.0,88.0,68.0,76.0,88.0,80.0,75.0,67.0,0,0,0,1,66261732.99999991,61042572.0,0.04149805,0.37878275,0.1551923,0.011709483,0.020836018,0.09391267,0.014385447,-0.0070393747,-0.005293228,0.005758663,-0.002069306,0.0046014604,-0.0058540455
Danilo Santos de Oliveira,23,76.0,80.0,68.0,64.0,77.0,69.0,75.0,60.0,0,0,0,1,17669795.000000004,18544352.0,-0.013660865,-0.20893654,-0.085168794,0.017094212,-0.002461457,-0.011338674,-0.04226163,-0.03593175,-0.082065955,0.00037827814,-0.0032903852,-0.0017110541,-0.015616243
Charalampos Kostoulas,18,73.0,85.0,87.0,74.0,71.0,75.0,41.0,79.0,0,1,0,0,18406037.000000015,20452744.0,0.060249068,-0.24026418,-0.046179738,-0.05538014,-0.015564278,-0.060460422,-0.05964786,0.021924928,0.0036837133,0.00061047217,0.00069819076,0.00092546054,0.0023780412
Désiré Doué,20,85.0,91.0,82.0,78.0,81.0,91.0,60.0,77.0,0,1,0,0,66261732.99999991,66140496.0,0.07424516,0.34646672,0.31114548,-0.008791011,-0.01611863,0.020537142,0.063538864,-0.042644553,0.016726594,0.0059508057,0.0021872253,0.010942765,0.0024547963
Piero Hincapié,23,83.0,87.0,88.0,41.0,78.0,70.0,85.0,77.0,0,0,1,0,36812074.00000004,37159104.0,0.027631706,0.11121268,0.10140728,0.0024507614,-0.020381114,0.00561881,-0.04121688,0.010953204,0.017285923,0.0011103692,-0.0019355688,-0.006310396,0.002223908
Nicolas Jackson,24,79.0,82.0,83.0,81.0,77.0,81.0,40.0,77.0,0,0,0,0,29449658.99999995,24425888.0,-0.012160218,-0.1846046,-0.09162226,-0.013562932,0.0088148685,-0.0021853598,0.007437386,0.05663955,0.020131553,0.0006871393,-0.0016280843,0.00076951896,0.0017871442
Kaishū Sano,24,80.0,83.0,81.0,47.0,77.0,80.0,79.0,66.0,0,0,0,1,18406037.000000015,20551444.0,-0.0166615,-0.09693279,-0.104247645,-0.016384896,-0.043929648,-0.011770595,-0.0045389906,-0.026722157,-0.052586764,0.0009767743,-0.002014819,-0.0006155827,-0.006782165
Orkun Kökçü,24,82.0,86.0,69.0,78.0,84.0,78.0,74.0,75.0,0,0,0,1,18406037.000000015,25950540.0,-0.024822213,-0.0271379,-0.033756144,-0.0062675313,-0.039760187,0.06313405,-0.01704172,-0.04538261,-0.0083491355,0.0014564515,-0.004027679,0.0009295677,-0.007923007
Fabián Ruiz Peña,29,85.0,85.0,61.0,76.0,85.0,82.0,79.0,67.0,1,0,0,1,29449658.99999995,27785164.0,-0.14637545,0.10543202,-0.08113973,-0.036357556,0.033455182,0.03299065,0.036585752,0.004239694,-0.011537295,-0.012403039,-0.002069306,0.0010574643,-0.004517068
Nuno Alexandre Tavares Mendes,23,88.0,91.0,95.0,74.0,82.0,86.0,87.0,73.0,0,0,1,0,55218110.99999999,56433188.0,0.03948672,0.41739124,0.2745904,-0.049501725,-0.017967906,-0.002096219,0.051158864,-0.021900227,-0.0064584306,0.005946387,-0.0012924747,-0.061625022,0.00017959878
Ryan Gravenberch,23,86.0,89.0,76.0,78.0,86.0,88.0,82.0,80.0,0,0,0,1,66261732.99999991,71814960.0,0.048272815,0.40553448,0.29726142,0.01554416,-0.018362632,0.051565133,0.041378506,0.00017997052,0.016494108,0.006279329,-0.0010655677,0.011362932,-0.005500866
Lewis Miley,19,76.0,86.0,67.0,64.0,79.0,75.0,75.0,73.0,0,1,1,0,18406037.000000015,26357088.0,0.10799662,-0.20980838,0.0023270093,0.032891985,0.0027869511,-0.006029638,-0.049526736,-0.035856985,0.013733279,0.00043008692,0.0074607753,-0.004383604,0.004576027
Dávid Hancko,27,83.0,83.0,80.0,64.0,80.0,73.0,84.0,87.0,0,0,1,0,25768451.999999985,24947488.0,-0.12323615,0.05090438,-0.10897369,-0.006425239,-0.0070732357,0.014420649,-0.05631493,-0.01190453,0.061495837,0.0013603047,-0.0025164566,-0.0022897741,0.00218827
Kylian Mbappé,26,91.0,92.0,96.0,94.0,87.0,92.0,34.0,77.0,0,0,0,0,147248297.00000006,135339260.0,0.053412575,0.66130924,0.40913954,0.026214324,0.09470316,0.06253594,0.099150985,0.045721065,0.027069988,0.0076611172,-0.0010407548,0.016092964,0.0006701768
Diego Gómez,22,77.0,84.0,73.0,74.0,79.0,79.0,73.0,75.0,0,0,0,1,18406037.000000015,20337212.0,0.015051101,-0.20812935,-0.093403205,-0.00041152374,-0.0072834073,-0.02122519,-0.010047515,-0.055795986,-0.0013516636,0.00034871616,-0.0032407513,0.0009279002,-0.008126075
Sandro Tonali,25,85.0,87.0,79.0,69.0,86.0,78.0,82.0,82.0,0,0,0,1,58899318.000000075,57042670.0,0.028095642,0.3734527,0.08049792,-0.004303422,0.007804618,0.06256826,0.0042349766,0.017495522,0.06603066,0.004152351,-0.0010321931,0.0046403217,-0.0049829236
Moisés Caicedo,23,88.0,90.0,66.0,59.0,86.0,79.0,87.0,77.0,0,0,0,1,80986563.00000006,79004600.0,0.063879274,0.48996773,0.31804264,0.013793706,-0.027507879,0.05601269,0.014510479,-0.0033661742,0.021346075,0.007506559,-0.0022340487,0.01714437,-0.0047353385
Dean Huijsen,20,81.0,88.0,74.0,44.0,84.0,73.0,82.0,78.0,0,1,1,0,47855696.0,47450228.0,0.10161475,0.043183073,0.20795526,0.029861035,-0.013759188,0.08932031,-0.036581565,0.0096727675,0.01293156,0.0027703,0.00960366,-0.0061775167,0.0041394685
Giovanni Leoni,18,69.0,82.0,54.0,25.0,61.0,45.0,72.0,70.0,0,1,1,0,18406037.000000015,20695768.0,0.07167506,-0.1621906,-0.059918564,-0.04200788,-0.11255591,-0.0317044,-0.011788673,-0.043860316,0.013841746,-0.0010835624,0.005525025,-0.0037726604,0.0026195236
Takefusa Kubo,24,81.0,85.0,84.0,77.0,77.0,85.0,51.0,60.0,0,0,0,0,22087243.999999985,22733152.0,-0.025273094,-0.04729765,-0.063682,-0.02011714,0.011741176,-0.012013811,0.03660399,-0.056380056,-0.10717953,0.00095957983,-0.0013774869,0.0007767785,0.0019192956
Chris Richards,25,79.0,81.0,67.0,23.0,72.0,62.0,81.0,80.0,0,0,1,0,18406037.000000015,18878824.0,-0.022539487,-0.17274758,-0.10314533,-0.001184565,-0.083316796,-0.022341609,-0.053712126,-0.016479045,0.011222718,0.0004503238,-0.0027437138,-0.0031863465,0.0026110841
Jamal Musiala,22,88.0,92.0,75.0,86.0,87.0,94.0,66.0,61.0,0,0,0,0,88348977.99999991,90738824.0,0.08413632,0.49328107,0.38644326,0.010988904,0.06369228,0.07039966,0.05652288,-0.04408048,-0.04357079,0.007827326,-0.0015090551,0.016645795,0.0020601966
Arda Güler,20,82.0,89.0,73.0,76.0,84.0,85.0,57.0,43.0,0,1,0,0,66261732.99999991,61932460.0,0.12444026,0.037897952,0.3927512,0.017018743,0.020222107,0.09594316,0.035025455,-0.006838419,-0.012541616,0.0025067213,0.0061790003,0.005386063,0.002898602
Lennart Karl,17,75.0,88.0,68.0,72.0,74.0,83.0,32.0,34.0,0,1,0,0,44174489.00000005,27593032.0,0.08293765,-0.29441684,0.10173517,0.019879935,-0.0002960228,0.0070295515,0.023773694,0.029117271,-0.068629555,0.0013110051,0.006568653,0.00085117016,0.002565073
Gabriel dos S. Magalhães,27,89.0,90.0,67.0,37.0,79.0,64.0,88.0,89.0,0,0,1,0,55218110.99999999,54561150.0,-0.101142034,0.4239434,0.27826077,0.01056275,-0.010563388,-0.0043068244,-0.030483177,-0.008146175,0.06025965,0.007791147,-0.0012111119,-0.033997927,0.0032135767
Petar Sučić,21,76.0,83.0,71.0,71.0,75.0,80.0,64.0,68.0,0,1,0,1,22087243.999999985,20787868.0,0.021490328,-0.22864252,-0.07589123,0.0014863713,0.003827826,-0.005819633,-0.007890453,-0.061080817,-0.018644074,0.00031768234,0.0075250054,0.00087900023,-0.008331644
Sam Beukema,26,77.0,80.0,54.0,50.0,73.0,59.0,78.0,74.0,0,0,1,0,18406037.000000015,21106172.0,-0.017486079,-0.17719522,-0.098604254,-0.048291683,-0.011139616,0.0012763038,-0.009671912,-0.017016578,0.024978394,0.00023600907,-0.0032903852,-0.002328277,0.002954633
Lamine Camara,21,79.0,85.0,76.0,65.0,83.0,78.0,76.0,66.0,0,1,0,1,25768451.999999985,25721740.0,0.045676775,-0.1619568,-0.04193643,0.0034828917,0.009511184,0.011946261,-0.0059545464,0.0077540246,-0.030151978,0.00087815034,0.008494634,0.00085110875,-0.0064042755
Charles De Ketelaere,24,82.0,86.0,71.0,78.0,83.0,86.0,59.0,69.0,0,0,0,0,25768451.999999985,27636116.0,-0.016398937,-0.024454737,-0.04432623,-0.005318402,-0.017733835,0.01068257,0.061550695,-0.05399437,0.0026435638,0.0014601077,-0.0029181482,0.0009123242,0.0018700825
Jarrad Branthwaite,23,79.0,85.0,75.0,35.0,78.0,57.0,81.0,82.0,0,0,1,0,33130866.00000001,26942684.0,-0.0057254713,-0.16217527,-0.03580663,0.02060271,0.001997335,0.0022806113,0.013330645,-0.009542445,0.065979764,0.0004503238,-0.0023135648,-0.0029945034,0.0024828103
Marco Palestra,20,74.0,84.0,88.0,62.0,71.0,78.0,67.0,70.0,0,1,1,0,22087243.999999985,21172940.0,0.023652889,-0.21528515,-0.057664577,0.0015413075,0.0075903945,-0.042191952,-0.015849002,-0.05365048,-0.0011037226,0.00036285009,0.0027055172,-0.003945122,0.0014137643
Victor Osimhen,26,87.0,88.0,92.0,88.0,72.0,80.0,49.0,91.0,0,0,0,0,55218110.99999999,73507070.0,0.03454369,0.51595503,0.13270025,0.06051793,0.07424457,-0.039727937,0.008941726,0.023637312,0.06378328,0.0054916167,6.452683e-05,0.0108098425,0.0012738771
Maxime Estève,23,76.0,82.0,77.0,35.0,69.0,63.0,77.0,85.0,0,0,1,0,18406037.000000015,20888784.0,-0.0115576135,-0.20432383,-0.083676614,0.0058365203,-0.008871636,-0.038636178,-0.03822981,-0.025768422,0.040923752,0.00036285009,-0.0021264972,-0.0023499434,0.0024828103
Lesley Ugochukwu,21,76.0,82.0,65.0,61.0,75.0,74.0,76.0,79.0,0,1,0,1,18406037.000000015,19496912.0,0.02523384,-0.21168765,-0.10365038,-0.044735886,-0.01687222,-0.0009295335,-0.06951522,-0.00923095,0.0046421643,0.00025143713,0.007267728,0.00085098075,-0.016516138
Christos Mouzakitis,18,73.0,86.0,68.0,59.0,77.0,72.0,62.0,63.0,0,1,0,1,18406037.000000015,20978580.0,0.09808455,-0.26362428,-0.013013626,0.030078052,-0.02491441,-0.009460611,-0.042630848,-0.05665601,-0.065630935,0.00044551498,0.0044941013,-0.00040543423,-0.018399507
Nico Schlotterbeck,25,86.0,88.0,72.0,51.0,81.0,74.0,88.0,87.0,0,0,1,0,40493280.999999955,48097636.0,0.014925198,0.3848024,0.1323617,0.008379535,-0.05422374,-0.0031550406,-0.047150325,-0.00840172,0.047633745,0.0056354376,-0.0018358869,-0.0142935775,0.0034074227
Oscar Bobb,21,76.0,84.0,79.0,67.0,76.0,82.0,34.0,34.0,0,1,0,0,22087243.999999985,22747984.0,0.038985185,-0.21362805,-0.07817667,-0.009771298,-0.0023305013,0.0015008245,0.022698957,0.031675175,-0.07840086,0.00064003415,0.0039042968,0.00019293974,0.0020558457
Kevin Santos,22,76.0,81.0,81.0,69.0,70.0,85.0,34.0,56.0,0,0,0,0,22087243.999999985,22338188.0,0.026270911,-0.2179868,-0.055508412,-0.012816841,-0.009723223,-0.03683884,0.043546718,0.037630603,-0.07413851,0.0007646375,-0.0014845264,0.00013869043,0.001310612
Ollie Watkins,29,82.0,82.0,77.0,84.0,77.0,78.0,46.0,76.0,1,0,0,0,22087243.999999985,22877300.0,-0.063512936,-0.10095416,-0.10073811,-0.009779509,0.0049093687,-0.0044146646,-0.029703522,0.023196977,0.011055453,-0.00531457,-0.0020984788,0.0003826609,0.0019786688
Wesley Vinícius França Lima,21,78.0,85.0,88.0,62.0,77.0,80.0,76.0,74.0,0,1,1,0,29449658.99999995,26912280.0,0.034263395,-0.1658198,-0.033455193,0.010005109,0.012541419,-0.00062419585,0.0048800847,0.005172685,0.01960556,0.00036285009,0.003759487,-0.004514734,0.0012600415
Bukayo Saka,23,87.0,89.0,81.0,82.0,85.0,86.0,62.0,74.0,0,0,0,0,88348977.99999991,78817220.0,0.06156971,0.48725462,0.3106036,0.00032664245,0.02005553,0.031261973,0.0703678,-0.046734475,0.0037226896,0.006884295,-0.0013325216,0.01763481,0.0003771515
Morgan Gibbs-White,25,81.0,83.0,75.0,77.0,84.0,83.0,60.0,68.0,0,0,0,1,44174489.00000005,32813628.0,-0.0052844756,-0.018884579,-0.069584124,0.0076787584,0.027769946,0.10451649,0.063190915,-0.030641263,0.015115148,0.0014224749,-0.0024826315,0.00086878904,-0.007991707
Conor Bradley,21,79.0,84.0,82.0,62.0,75.0,75.0,78.0,65.0,0,1,1,0,22087243.999999985,21038528.0,0.034087993,-0.16606684,-0.10562543,-0.025644504,0.0025265832,-0.0024186596,-0.049445145,-0.017734386,-0.03302346,0.0004503238,0.0039685676,-0.0025684047,0.0027104998
António João Tavares Silva,21,77.0,85.0,79.0,31.0,76.0,69.0,79.0,83.0,0,1,1,0,20614760.99999998,21553016.0,0.013029005,-0.2033149,-0.03659575,-0.01574297,-0.08858573,0.003337469,-0.040634234,-0.022341006,0.05418202,0.00036285009,0.0029493705,-0.003785434,0.0025062382
Anthony Elanga,23,79.0,82.0,91.0,72.0,74.0,81.0,38.0,72.0,0,0,0,0,29449658.99999995,27581716.0,-0.0028984388,-0.17057276,-0.090920866,0.09341636,-0.0026687323,0.0045075538,0.0071359226,0.06229266,0.010833415,0.0006561055,-0.001630425,0.0009106567,0.00094752095
Kevin Lomónaco,23,74.0,80.0,72.0,47.0,73.0,68.0,74.0,74.0,0,0,1,0,22087243.999999985,21833256.0,-0.008207544,-0.19764507,-0.07931508,0.023306461,-0.007665781,0.0033310382,-0.029486531,-0.040061593,0.015708342,0.00036285009,-0.0022693211,-0.0025244136,0.0027617905
Strahinja Pavlović,24,77.0,83.0,78.0,43.0,68.0,70.0,74.0,83.0,0,0,1,0,25768451.999999985,23421296.0,-0.01157525,-0.17978409,-0.07001018,0.013181975,0.023361845,-0.026943259,-0.03797826,-0.042101134,0.082038835,0.00036285009,-0.0017678208,-0.0034980846,0.003211838
Chemsdine Talbi,20,76.0,86.0,88.0,69.0,70.0,80.0,37.0,55.0,0,1,0,0,18406037.000000015,20919284.0,0.035889283,-0.24747314,-0.038006548,-0.012107921,-0.0068482663,-0.073378555,0.0023067675,0.022920487,-0.051840425,0.0006466752,0.001727633,0.00045159974,0.0012493453
Estêvão Willian Almeida,18,79.0,89.0,89.0,74.0,75.0,84.0,34.0,49.0,0,1,0,0,58899318.000000075,51605268.0,0.09679782,-0.12448128,0.41167188,0.035652094,0.008360721,0.019224849,0.04490654,0.058748305,-0.025560133,0.0023231255,0.0036298733,0.0050160475,0.0021937445
Daniel Muñoz,29,82.0,82.0,79.0,72.0,79.0,76.0,82.0,74.0,1,0,1,0,19878519.99999999,20729704.0,-0.051635485,-0.10796808,-0.108366854,-0.0069774417,-0.0038133652,-0.011092426,-0.060811214,-0.018244728,-0.0028009042,-8.9172536e-05,-0.0015868151,-0.0027146703,0.0025349432
Ezri Konsa,27,84.0,85.0,78.0,55.0,80.0,74.0,87.0,80.0,0,0,1,0,29449658.99999995,28671860.0,-0.12469094,0.1782103,-0.087206736,0.017142754,-0.029405052,0.022201147,-0.06362085,0.005565764,0.032217234,0.0022035593,-0.001918471,-0.003196172,0.003269546
Kevin Ortiz,24,70.0,71.0,70.0,65.0,69.0,72.0,70.0,69.0,0,0,0,1,22087243.999999985,24443552.0,-0.017283235,-0.12852772,0.056424037,0.010943913,0.0031338085,-0.03103667,-0.04669999,-0.040443137,0.0008889954,-0.0010276223,-0.0016161615,0.00066998036,-0.014211603
André Luiz Inácio da Silva,23,71.0,77.0,89.0,65.0,63.0,78.0,13.0,65.0,0,0,0,0,18406037.000000015,19570828.0,-0.018879956,-0.23349991,-0.058829337,0.00961682,-0.0064822487,-0.060600717,-0.015276182,-0.0074905544,-0.04084577,0.0007767692,-0.0012472656,0.00049593806,0.0011637757
